"u","ids","object_id","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.031608,8001,0,1,4.87,5,4.87,0
0.032461,8001,0,1,4.88,5,4.88,0
0.033314,8001,0,1,4.89,5,4.89,0
0.034167,8001,0,1,4.9,5,4.9,0
0.03502,8001,0,1,4.91,5,4.91,0
0.035873,8001,0,1,4.92,5,4.92,0
0.036855,8129,0,1,4.93,5,4.93,0
0.037867,8129,0,1,4.94,5,4.94,0
0.038879,8129,0,1,4.95,5,4.95,0
0.03989,8128,0,1,4.96,5,4.96,0
0.040902,8128,0,1,4.97,5,4.97,0
0.041914,8128,0,1,4.98,5,4.98,0
0.042926,8128,0,1,4.99,5,4.99,0
0.043938,8128,0,1,5,5,5,0
0.04513,8256,0,1,5.01,5,5.01,0
0.046323,8256,0,1,5.02,5,5.02,0
0.047515,8256,0,1,5.03,5,5.03,0
0.048707,8256,0,1,5.04,5,5.04,0
0.049899,8256,0,1,5.05,5,5.05,0
0.051091,8256,0,1,5.06,5,5.06,0
0.052284,8256,0,1,5.07,5,5.07,0
0.053514,8384,0,1,5.08,5,5.08,0
0.054908,8384,0,1,5.09,5,5.09,0
0.056303,8384,0,1,5.1,5,5.1,0
0.057698,8384,0,1,5.11,5,5.11,0
0.059092,8384,0,1,5.12,5,5.12,0
0.060487,8384,0,1,5.13,5,5.13,0
0.061882,8384,0,1,5.14,5,5.14,0
0.063276,8384,0,1,5.15,5,5.15,0
0.064755,8512,0,1,5.16,5,5.16,0
0.066375,8512,0,1,5.17,5,5.17,0
0.067995,8512,0,1,5.18,5,5.18,0
0.069615,8512,0,1,5.19,5,5.19,0
0.071235,8512,0,1,5.2,5,5.2,0
0.072855,8512,0,1,5.21,5,5.21,0
0.074475,8512,0,1,5.22,5,5.22,0
0.076094,8512,0,1,5.23,5,5.23,0
0.077854,8640,0,1,5.24,5,5.24,0
0.079722,8640,0,1,5.25,5,5.25,0
0.081589,8640,0,1,5.26,5,5.26,0
0.083457,8640,0,1,5.27,5,5.27,0
0.085325,8640,0,1,5.28,5,5.28,0
0.087193,8640,0,1,5.29,5,5.29,0
0.089061,8640,0,1,5.3,5,5.3,0
0.090928,8640,0,1,5.31,5,5.31,0
0.092999,8768,0,1,5.32,5,5.32,0
0.095137,8768,0,1,5.33,5,5.33,0
0.097275,8768,0,1,5.34,5,5.34,0
0.099413,8768,0,1,5.35,5,5.35,0
0.10155,8768,0,1,5.36,5,5.36,0
0.10369,8768,0,1,5.37,5,5.37,0
0.10583,8768,0,1,5.38,5,5.38,0
0.10796,8768,0,1,5.39,5,5.39,0
0.11038,8896,0,1,5.4,5,5.4,0
0.1128,8896,0,1,5.41,5,5.41,0
0.11523,8896,0,1,5.42,5,5.42,0
0.11766,8896,0,1,5.43,5,5.43,0
0.12009,8896,0,1,5.44,5,5.44,0
0.12252,8896,0,1,5.45,5,5.45,0
0.12495,8896,0,1,5.46,5,5.46,0
0.12742,9024,0,1,5.47,5,5.47,0
0.13016,9024,0,1,5.48,5,5.48,0
0.1329,9024,0,1,5.49,5,5.49,0
0.13564,9024,0,1,5.5,5,5.5,0
0.13837,9024,0,1,5.51,5,5.51,0
0.14111,9024,0,1,5.52,5,5.52,0
0.14385,9024,0,1,5.53,5,5.53,0
0.14659,9024,0,1,5.54,5,5.54,0
0.14943,9152,0,1,5.55,5,5.55,0
0.1525,9152,0,1,5.56,5,5.56,0
0.15556,9152,0,1,5.57,5,5.57,0
0.15863,9152,0,1,5.58,5,5.58,0
0.16169,9152,0,1,5.59,5,5.59,0
0.16476,9152,0,1,5.6,5,5.6,0
0.16782,9152,0,1,5.61,5,5.61,0
0.17089,9152,0,1,5.62,5,5.62,0
0.17412,9280,0,1,5.63,5,5.63,0
0.17753,9280,0,1,5.64,5,5.64,0
0.18093,9280,0,1,5.65,5,5.65,0
0.18434,9280,0,1,5.66,5,5.66,0
0.18774,9280,0,1,5.67,5,5.67,0
0.19114,9280,0,1,5.68,5,5.68,0
0.19455,9280,0,1,5.69,5,5.69,0
0.19795,9280,0,1,5.7,5,5.7,0
0.20159,9408,0,1,5.71,5,5.71,0
0.20534,9408,0,1,5.72,5,5.72,0
0.20909,9408,0,1,5.73,5,5.73,0
0.21284,9408,0,1,5.74,5,5.74,0
0.21659,9408,0,1,5.75,5,5.75,0
0.22034,9408,0,1,5.76,5,5.76,0
0.22409,9408,0,1,5.77,5,5.77,0
0.22784,9408,0,1,5.78,5,5.78,0
0.23189,9536,0,1,5.79,5,5.79,0
0.23599,9536,0,1,5.8,5,5.8,0
0.24009,9536,0,1,5.81,5,5.81,0
0.24419,9536,0,1,5.82,5,5.82,0
0.24828,9536,0,1,5.83,5,5.83,0
0.25238,9536,0,1,5.84,5,5.84,0
0.25648,9536,0,1,5.85,5,5.85,0
0.2606,9664,0,1,5.86,5,5.86,0
0.26504,9664,0,1,5.87,5,5.87,0
0.26948,9664,0,1,5.88,5,5.88,0
0.27392,9664,0,1,5.89,5,5.89,0
0.27836,9664,0,1,5.9,5,5.9,0
0.2828,9664,0,1,5.91,5,5.91,0
0.28724,9664,0,1,5.92,5,5.92,0
0.29168,9665,0,1,5.93,5,5.93,0
0.29621,9793,0,1,5.94,5,5.94,0
0.30098,9793,0,1,5.95,5,5.95,0
0.30575,9793,0,1,5.96,5,5.96,0
0.31052,9793,0,1,5.97,5,5.97,0
0.3153,9793,0,1,5.98,5,5.98,0
0.32007,9793,0,1,5.99,5,5.99,0
0.32484,9793,0,1,6,5,6,0
0.32961,9793,0,1,6.01,5,6.01,0
0.33452,9921,0,1,6.02,5,6.02,0
0.33961,9921,0,1,6.03,5,6.03,0
0.34469,9921,0,1,6.04,5,6.04,0
0.34977,9921,0,1,6.05,5,6.05,0
0.35486,9921,0,1,6.06,5,6.06,0
0.35994,9921,0,1,6.07,5,6.07,0
0.36502,9921,0,1,6.08,5,6.08,0
0.37011,9921,0,1,6.09,5,6.09,0
0.37537,10049,0,1,6.1,5,6.1,0
0.38073,10049,0,1,6.11,5,6.11,0
0.3861,10049,0,1,6.12,5,6.12,0
0.39147,10049,0,1,6.13,5,6.13,0
0.39683,10049,0,1,6.14,5,6.14,0
0.4022,10049,0,1,6.15,5,6.15,0
0.40757,10049,0,1,6.16,5,6.16,0
0.41293,10049,0,1,6.17,5,6.17,0
0.4185,10177,0,1,6.18,5,6.18,0
0.42411,10177,0,1,6.19,5,6.19,0
0.42973,10177,0,1,6.2,5,6.2,0
0.43534,10177,0,1,6.21,5,6.21,0
0.44095,10177,0,1,6.22,5,6.22,0
0.44656,10177,0,1,6.23,5,6.23,0
0.45218,10177,0,1,6.24,5,6.24,0
0.45779,10176,0,1,6.25,5,6.25,0
0.4636,10304,0,1,6.26,5,6.26,0
0.46942,10304,0,1,6.27,5,6.27,0
0.47523,10304,0,1,6.28,5,6.28,0
0.48104,10304,0,1,6.29,5,6.29,0
0.48685,10304,0,1,6.3,5,6.3,0
0.49267,10304,0,1,6.31,5,6.31,0
0.49848,10304,0,1,6.32,5,6.32,0
0.50432,10432,0,1,6.33,5,6.33,0
0.51028,10432,0,1,6.34,5,6.34,0
0.51623,10432,0,1,6.35,5,6.35,0
0.52219,10432,0,1,6.36,5,6.36,0
0.52815,10432,0,1,6.37,5,6.37,0
0.53411,10432,0,1,6.38,5,6.38,0
0.54007,10432,0,1,6.39,5,6.39,0
0.54603,10432,0,1,6.4,5,6.4,0
0.55202,10560,0,1,6.41,5,6.41,0
0.55806,10560,0,1,6.42,5,6.42,0
0.5641,10560,0,1,6.43,5,6.43,0
0.57014,10560,0,1,6.44,5,6.44,0
0.57618,10560,0,1,6.45,5,6.45,0
0.58222,10560,0,1,6.46,5,6.46,0
0.58826,10560,0,1,6.47,5,6.47,0
0.59431,10560,0,1,6.48,5,6.48,0
0.60035,10688,0,1,6.49,5,6.49,0
0.60641,10688,0,1,6.5,5,6.5,0
0.61246,10688,0,1,6.51,5,6.51,0
0.61852,10688,0,1,6.52,5,6.52,0
0.62457,10688,0,1,6.53,5,6.53,0
0.63063,10688,0,1,6.54,5,6.54,0
0.63668,10688,0,1,6.55,5,6.55,0
0.64274,10688,0,1,6.56,5,6.56,0
0.64875,10816,0,1,6.57,5,6.57,0
0.65474,10816,0,1,6.58,5,6.58,0
0.66073,10816,0,1,6.59,5,6.59,0
0.66673,10816,0,1,6.6,5,6.6,0
0.67272,10816,0,1,6.61,5,6.61,0
0.67871,10816,0,1,6.62,5,6.62,0
0.68471,10816,0,1,6.63,5,6.63,0
0.6907,10816,0,1,6.64,5,6.64,0
0.69656,10944,0,1,6.65,5,6.65,0
0.70241,10944,0,1,6.66,5,6.66,0
0.70826,10944,0,1,6.67,5,6.67,0
0.71411,10944,0,1,6.68,5,6.68,0
0.71996,10944,0,1,6.69,5,6.69,0
0.72581,10944,0,1,6.7,5,6.7,0
0.73167,10945,0,1,6.71,5,6.71,0
0.73749,11073,0,1,6.72,5,6.72,0
0.74311,11073,0,1,6.73,5,6.73,0
0.74874,11073,0,1,6.74,5,6.74,0
0.75437,11073,0,1,6.75,5,6.75,0
0.75999,11073,0,1,6.76,5,6.76,0
0.76562,11073,0,1,6.77,5,6.77,0
0.77125,11073,0,1,6.78,5,6.78,0
0.77687,11072,0,1,6.79,5,6.79,0
0.7824,11200,0,1,6.8,5,6.8,0
0.78772,11200,0,1,6.81,5,6.81,0
0.79304,11200,0,1,6.82,5,6.82,0
0.79835,11200,0,1,6.83,5,6.83,0
0.80367,11200,0,1,6.84,5,6.84,0
0.80899,11200,0,1,6.85,5,6.85,0
0.8143,11200,0,1,6.86,5,6.86,0
0.81962,11201,0,1,6.87,5,6.87,0
0.82474,11329,0,1,6.88,5,6.88,0
0.82967,11329,0,1,6.89,5,6.89,0
0.83459,11329,0,1,6.9,5,6.9,0
0.83952,11329,0,1,6.91,5,6.91,0
0.84444,11329,0,1,6.92,5,6.92,0
0.84937,11329,0,1,6.93,5,6.93,0
0.8543,11329,0,1,6.94,5,6.94,0
0.85922,11329,0,1,6.95,5,6.95,0
0.86382,11457,0,1,6.96,5,6.96,0
0.86828,11457,0,1,6.97,5,6.97,0
0.87273,11457,0,1,6.98,5,6.98,0
0.87718,11457,0,1,6.99,5,6.99,0
0.88164,11457,0,1,7,5,7,0
0.88609,11457,0,1,7.01,5,7.01,0
0.89055,11457,0,1,7.02,5,7.02,0
0.895,11457,0,1,7.03,5,7.03,0
0.89898,11585,0,1,7.04,5,7.04,0
0.90289,11585,0,1,7.05,5,7.05,0
0.90679,11585,0,1,7.06,5,7.06,0
0.9107,11585,0,1,7.07,5,7.07,0
0.91461,11585,0,1,7.08,5,7.08,0
0.91852,11585,0,1,7.09,5,7.09,0
0.92243,11585,0,1,7.1,5,7.1,0
0.9263,11713,0,1,7.11,5,7.11,0
0.92959,11713,0,1,7.12,5,7.12,0
0.93289,11713,0,1,7.13,5,7.13,0
0.93619,11713,0,1,7.14,5,7.14,0
0.93948,11713,0,1,7.15,5,7.15,0
0.94278,11713,0,1,7.16,5,7.16,0
0.94607,11713,0,1,7.17,5,7.17,0
0.94937,11713,0,1,7.18,5,7.18,0
0.9525,11841,0,1,7.19,5,7.19,0
0.95512,11841,0,1,7.2,5,7.2,0
0.95775,11841,0,1,7.21,5,7.21,0
0.96038,11841,0,1,7.22,5,7.22,0
0.963,11841,0,1,7.23,5,7.23,0
0.96563,11841,0,1,7.24,5,7.24,0
0.96825,11841,0,1,7.25,5,7.25,0
0.97088,11841,0,1,7.26,5,7.26,0
0.97319,11969,0,1,7.27,5,7.27,0
0.9751,11969,0,1,7.28,5,7.28,0
0.97701,11969,0,1,7.29,5,7.29,0
0.97892,11969,0,1,7.3,5,7.3,0
0.98082,11969,0,1,7.31,5,7.31,0
0.98273,11969,0,1,7.32,5,7.32,0
0.98464,11969,0,1,7.33,5,7.33,0
0.98655,11968,0,1,7.34,5,7.34,0
0.98799,12096,0,1,7.35,5,7.35,0
0.98915,12096,0,1,7.36,5,7.36,0
0.99031,12096,0,1,7.37,5,7.37,0
0.99146,12096,0,1,7.38,5,7.38,0
0.99262,12096,0,1,7.39,5,7.39,0
0.99378,12096,0,1,7.4,5,7.4,0
0.99494,12096,0,1,7.41,5,7.41,0
0.99609,12096,0,1,7.42,5,7.42,0
0.99662,12224,0,1,7.43,5,7.43,0
0.99701,12224,0,1,7.44,5,7.44,0
0.99739,12224,0,1,7.45,5,7.45,0
0.99778,12224,0,1,7.46,5,7.46,0
0.99817,12224,0,1,7.47,5,7.47,0
0.99855,12224,0,1,7.48,5,7.48,0
0.99894,12224,0,1,7.49,5,7.49,0
0.99932,12225,0,1,7.5,5,7.5,0
0.99893,12353,0,1,7.51,5,7.51,0
0.99853,12353,0,1,7.52,5,7.52,0
0.99814,12353,0,1,7.53,5,7.53,0
0.99775,12353,0,1,7.54,5,7.54,0
0.99735,12353,0,1,7.55,5,7.55,0
0.99696,12353,0,1,7.56,5,7.56,0
0.99657,12353,0,1,7.57,5,7.57,0
0.99603,12481,0,1,7.58,5,7.58,0
0.99486,12481,0,1,7.59,5,7.59,0
0.9937,12481,0,1,7.6,5,7.6,0
0.99253,12481,0,1,7.61,5,7.61,0
0.99137,12481,0,1,7.62,5,7.62,0
0.9902,12481,0,1,7.63,5,7.63,0
0.98903,12481,0,1,7.64,5,7.64,0
0.98787,12481,0,1,7.65,5,7.65,0
0.98642,12609,0,1,7.66,5,7.66,0
0.98451,12609,0,1,7.67,5,7.67,0
0.98259,12609,0,1,7.68,5,7.68,0
0.98067,12609,0,1,7.69,5,7.69,0
0.97876,12609,0,1,7.7,5,7.7,0
0.97684,12609,0,1,7.71,5,7.71,0
0.97492,12609,0,1,7.72,5,7.72,0
0.97301,12609,0,1,7.73,5,7.73,0
0.97069,12737,0,1,7.74,5,7.74,0
0.96806,12737,0,1,7.75,5,7.75,0
0.96542,12737,0,1,7.76,5,7.76,0
0.96279,12737,0,1,7.77,5,7.77,0
0.96016,12737,0,1,7.78,5,7.78,0
0.95753,12737,0,1,7.79,5,7.79,0
0.95489,12737,0,1,7.8,5,7.8,0
0.95226,12737,0,1,7.81,5,7.81,0
0.94913,12865,0,1,7.82,5,7.82,0
0.94583,12865,0,1,7.83,5,7.83,0
0.94253,12865,0,1,7.84,5,7.84,0
0.93922,12865,0,1,7.85,5,7.85,0
0.93592,12865,0,1,7.86,5,7.86,0
0.93262,12865,0,1,7.87,5,7.87,0
0.92932,12865,0,1,7.88,5,7.88,0
0.92602,12865,0,1,7.89,5,7.89,0
0.92214,12993,0,1,7.9,5,7.9,0
0.91823,12993,0,1,7.91,5,7.91,0
0.91432,12993,0,1,7.92,5,7.92,0
0.9104,12993,0,1,7.93,5,7.93,0
0.90649,12993,0,1,7.94,5,7.94,0
0.90258,12993,0,1,7.95,5,7.95,0
0.89866,12993,0,1,7.96,5,7.96,0
0.89468,13121,0,1,7.97,5,7.97,0
0.89023,13121,0,1,7.98,5,7.98,0
0.88577,13121,0,1,7.99,5,7.99,0
0.88131,13121,0,1,8,5,8,0
0.87685,13121,0,1,8.01,5,8.01,0
0.8724,13121,0,1,8.02,5,8.02,0
0.86794,13121,0,1,8.03,5,8.03,0
0.86348,13121,0,1,8.04,5,8.04,0
0.85888,13249,0,1,8.05,5,8.05,0
0.85395,13249,0,1,8.06,5,8.06,0
0.84902,13249,0,1,8.07,5,8.07,0
0.8441,13249,0,1,8.08,5,8.08,0
0.83917,13249,0,1,8.09,5,8.09,0
0.83424,13249,0,1,8.1,5,8.1,0
0.82931,13249,0,1,8.11,5,8.11,0
0.82439,13249,0,1,8.12,5,8.12,0
0.81926,13377,0,1,8.13,5,8.13,0
0.81395,13377,0,1,8.14,5,8.14,0
0.80863,13377,0,1,8.15,5,8.15,0
0.80331,13377,0,1,8.16,5,8.16,0
0.79799,13377,0,1,8.17,5,8.17,0
0.79267,13377,0,1,8.18,5,8.18,0
0.78736,13377,0,1,8.19,5,8.19,0
0.78204,13377,0,1,8.2,5,8.2,0
0.77651,13505,0,1,8.21,5,8.21,0
0.77088,13505,0,1,8.22,5,8.22,0
0.76526,13505,0,1,8.23,5,8.23,0
0.75963,13505,0,1,8.24,5,8.24,0
0.75401,13505,0,1,8.25,5,8.25,0
0.74838,13505,0,1,8.26,5,8.26,0
0.74276,13505,0,1,8.27,5,8.27,0
0.73713,13505,0,1,8.28,5,8.28,0
0.73131,13633,0,1,8.29,5,8.29,0
0.72546,13633,0,1,8.3,5,8.3,0
0.71961,13633,0,1,8.31,5,8.31,0
0.71376,13633,0,1,8.32,5,8.32,0
0.70791,13633,0,1,8.33,5,8.33,0
0.70206,13633,0,1,8.34,5,8.34,0
0.69621,13633,0,1,8.35,5,8.35,0
0.69035,13761,0,1,8.36,5,8.36,0
0.68436,13761,0,1,8.37,5,8.37,0
0.67837,13761,0,1,8.38,5,8.38,0
0.67238,13761,0,1,8.39,5,8.39,0
0.66639,13761,0,1,8.4,5,8.4,0
0.6604,13761,0,1,8.41,5,8.41,0
0.65441,13761,0,1,8.42,5,8.42,0
0.64842,13761,0,1,8.43,5,8.43,0
0.64241,13889,0,1,8.44,5,8.44,0
0.63636,13889,0,1,8.45,5,8.45,0
0.63031,13889,0,1,8.46,5,8.46,0
0.62426,13889,0,1,8.47,5,8.47,0
0.61821,13889,0,1,8.48,5,8.48,0
0.61216,13889,0,1,8.49,5,8.49,0
0.6061,13889,0,1,8.5,5,8.5,0
0.60005,13889,0,1,8.51,5,8.51,0
0.59401,14017,0,1,8.52,5,8.52,0
0.58797,14017,0,1,8.53,5,8.53,0
0.58193,14017,0,1,8.54,5,8.54,0
0.57589,14017,0,1,8.55,5,8.55,0
0.56986,14017,0,1,8.56,5,8.56,0
0.56382,14017,0,1,8.57,5,8.57,0
0.55778,14017,0,1,8.58,5,8.58,0
0.55174,14017,0,1,8.59,5,8.59,0
0.54576,14145,0,1,8.6,5,8.6,0
0.53981,14145,0,1,8.61,5,8.61,0
0.53385,14145,0,1,8.62,5,8.62,0
0.5279,14145,0,1,8.63,5,8.63,0
0.52194,14145,0,1,8.64,5,8.64,0
0.51599,14145,0,1,8.65,5,8.65,0
0.51004,14145,0,1,8.66,5,8.66,0
0.50408,14145,0,1,8.67,5,8.67,0
0.49825,14273,0,1,8.68,5,8.68,0
0.49244,14273,0,1,8.69,5,8.69,0
0.48663,14273,0,1,8.7,5,8.7,0
0.48082,14273,0,1,8.71,5,8.71,0
0.47501,14273,0,1,8.72,5,8.72,0
0.46921,14273,0,1,8.73,5,8.73,0
0.4634,14273,0,1,8.74,5,8.74,0
0.45759,14273,0,1,8.75,5,8.75,0
0.45198,14401,0,1,8.76,5,8.76,0
0.44637,14401,0,1,8.77,5,8.77,0
0.44076,14401,0,1,8.78,5,8.78,0
0.43515,14401,0,1,8.79,5,8.79,0
0.42955,14401,0,1,8.8,5,8.8,0
0.42394,14401,0,1,8.81,5,8.81,0
0.41833,14401,0,1,8.82,5,8.82,0
0.41277,14529,0,1,8.83,5,8.83,0
0.4074,14529,0,1,8.84,5,8.84,0
0.40204,14529,0,1,8.85,5,8.85,0
0.39668,14529,0,1,8.86,5,8.86,0
0.39131,14529,0,1,8.87,5,8.87,0
0.38595,14529,0,1,8.88,5,8.88,0
0.38059,14529,0,1,8.89,5,8.89,0
0.37523,14529,0,1,8.9,5,8.9,0
0.36997,14657,0,1,8.91,5,8.91,0
0.36489,14657,0,1,8.92,5,8.92,0
0.35981,14657,0,1,8.93,5,8.93,0
0.35473,14657,0,1,8.94,5,8.94,0
0.34965,14657,0,1,8.95,5,8.95,0
0.34457,14657,0,1,8.96,5,8.96,0
0.33949,14657,0,1,8.97,5,8.97,0
0.33441,14657,0,1,8.98,5,8.98,0
0.32951,14785,0,1,8.99,5,8.99,0
0.32474,14785,0,1,9,5,9,0
0.31998,14785,0,1,9.01,5,9.01,0
0.31522,14785,0,1,9.02,5,9.02,0
0.31045,14785,0,1,9.03,5,9.03,0
0.30569,14785,0,1,9.04,5,9.04,0
0.30092,14785,0,1,9.05,5,9.05,0
0.29616,14785,0,1,9.06,5,9.06,0
0.29164,14913,0,1,9.07,5,9.07,0
0.2872,14913,0,1,9.08,5,9.08,0
0.28277,14913,0,1,9.09,5,9.09,0
0.27833,14913,0,1,9.1,5,9.1,0
0.27389,14913,0,1,9.11,5,9.11,0
0.26946,14913,0,1,9.12,5,9.12,0
0.26502,14913,0,1,9.13,5,9.13,0
0.26058,14913,0,1,9.14,5,9.14,0
0.25647,15041,0,1,9.15,5,9.15,0
0.25237,15041,0,1,9.16,5,9.16,0
0.24827,15041,0,1,9.17,5,9.17,0
0.24418,15041,0,1,9.18,5,9.18,0
0.24008,15041,0,1,9.19,5,9.19,0
0.23599,15041,0,1,9.2,5,9.2,0
0.23189,15041,0,1,9.21,5,9.21,0
0.22784,15169,0,1,9.22,5,9.22,0
0.22407,15169,0,1,9.23,5,9.23,0
0.22029,15169,0,1,9.24,5,9.24,0
0.21652,15169,0,1,9.25,5,9.25,0
0.21275,15169,0,1,9.26,5,9.26,0
0.20898,15169,0,1,9.27,5,9.27,0
0.20521,15169,0,1,9.28,5,9.28,0
0.20144,15169,0,1,9.29,5,9.29,0
0.19778,15297,0,1,9.3,5,9.3,0
0.19436,15297,0,1,9.31,5,9.31,0
0.19094,15297,0,1,9.32,5,9.32,0
0.18752,15297,0,1,9.33,5,9.33,0
0.1841,15297,0,1,9.34,5,9.34,0
0.18068,15297,0,1,9.35,5,9.35,0
0.17726,15297,0,1,9.36,5,9.36,0
0.17385,15297,0,1,9.37,5,9.37,0
0.17061,15425,0,1,9.38,5,9.38,0
0.16757,15425,0,1,9.39,5,9.39,0
0.16453,15425,0,1,9.4,5,9.4,0
0.16149,15425,0,1,9.41,5,9.41,0
0.15845,15425,0,1,9.42,5,9.42,0
0.15541,15425,0,1,9.43,5,9.43,0
0.15236,15425,0,1,9.44,5,9.44,0
0.14932,15425,0,1,9.45,5,9.45,0
0.14652,15553,0,1,9.46,5,9.46,0
0.14383,15553,0,1,9.47,5,9.47,0
0.14114,15553,0,1,9.48,5,9.48,0
0.13845,15553,0,1,9.49,5,9.49,0
0.13576,15553,0,1,9.5,5,9.5,0
0.13307,15553,0,1,9.51,5,9.51,0
0.13038,15553,0,1,9.52,5,9.52,0
0.12769,15553,0,1,9.53,5,9.53,0
0.12548,15681,0,1,9.54,5,9.54,0
0.12334,15681,0,1,9.55,5,9.55,0
0.1212,15681,0,1,9.56,5,9.56,0
0.11907,15681,0,1,9.57,5,9.57,0
0.11693,15681,0,1,9.58,5,9.58,0
0.11479,15681,0,1,9.59,5,9.59,0
0.11265,15681,0,1,9.6,5,9.6,0
0.1105,15809,0,1,9.61,5,9.61,0
0.10812,15809,0,1,9.62,5,9.62,0
0.10575,15809,0,1,9.63,5,9.63,0
0.10337,15809,0,1,9.64,5,9.64,0
0.101,15809,0,1,9.65,5,9.65,0
0.098621,15809,0,1,9.66,5,9.66,0
0.096246,15809,0,1,9.67,5,9.67,0
0.09387,15809,0,1,9.68,5,9.68,0
0.091745,15936,0,1,9.69,5,9.69,0
0.090367,15936,0,1,9.7,5,9.7,0
0.088989,15936,0,1,9.71,5,9.71,0
0.087611,15936,0,1,9.72,5,9.72,0
0.086234,15936,0,1,9.73,5,9.73,0
0.084856,15936,0,1,9.74,5,9.74,0
0.083478,15936,0,1,9.75,5,9.75,0
0.0821,15936,0,1,9.76,5,9.76,0
0.079667,16064,0,1,9.77,5,9.77,0
0.075875,16064,0,1,9.78,5,9.78,0
0.072084,16064,0,1,9.79,5,9.79,0
0.068292,16064,0,1,9.8,5,9.8,0
0.064501,16064,0,1,9.81,5,9.81,0
0.06071,16064,0,1,9.82,5,9.82,0
0.056918,16064,0,1,9.83,5,9.83,0
0.053127,16064,0,1,9.84,5,9.84,0
0.051677,16192,0,1,9.85,5,9.85,0
0.051633,16192,0,1,9.86,5,9.86,0
0.051589,16192,0,1,9.87,5,9.87,0
0.051545,16192,0,1,9.88,5,9.88,0
0.0515,16192,0,1,9.89,5,9.89,0
0.051456,16192,0,1,9.9,5,9.9,0
0.051412,16192,0,1,9.91,5,9.91,0
0.051368,16192,0,1,9.92,5,9.92,0
0.046018,16321,0,1,9.93,5,9.93,0
0.039444,16321,0,1,9.94,5,9.94,0
0.03287,16321,0,1,9.95,5,9.95,0
0.026296,16321,0,1,9.96,5,9.96,0
0.019722,16320,0,1,9.97,5,9.97,0
0.013148,16320,0,1,9.98,5,9.98,0
0.0065742,16320,0,1,9.99,5,9.99,0
9.7382e-16,16320,0,1,10,5,10,0
