ID,Taxa de Aprendizado,Número de Camadas Ocultas,Número de Neurônios por Camada,Ativação,Solução Predita,Loss
0,0.001,5,60,tanh,"[[-0.00896674]
 [-0.0086022 ]
 [-0.0083431 ]
 [-0.00819   ]
 [-0.00814238]
 [-0.00820058]
 [-0.00836411]
 [-0.00863236]
 [-0.00900444]
 [-0.00947904]
 [-0.01005494]
 [-0.01073032]
 [-0.01150304]
 [-0.01237055]
 [-0.01333034]
 [-0.01437881]
 [-0.01551258]
 [-0.01672749]
 [-0.01801911]
 [-0.01938235]
 [-0.02081164]
 [-0.02230075]
 [-0.02384287]
 [-0.02543057]
 [-0.02705538]
 [-0.02870801]
 [-0.03037864]
 [-0.03205621]
 [-0.03372813]
 [-0.03538063]
 [-0.03699937]
 [-0.03856764]
 [-0.04006764]
 [-0.04147905]
 [-0.04278025]
 [-0.04394775]
 [-0.04495531]
 [-0.04577478]
 [-0.04637552]
 [-0.04672408]
 [-0.04678578]
 [-0.04652229]
 [-0.04589319]
 [-0.04485577]
 [-0.04336616]
 [-0.04137787]
 [-0.03884351]
 [-0.03571477]
 [-0.03194335]
 [-0.02748175]
 [-0.0222831 ]
 [-0.0163038 ]
 [-0.0095026 ]
 [-0.0018433 ]
 [ 0.00670477]
 [ 0.01616632]
 [ 0.026558  ]
 [ 0.0378877 ]
 [ 0.05015457]
 [ 0.06334561]
 [ 0.07743943]
 [ 0.09240228]
 [ 0.10818818]
 [ 0.12474293]
 [ 0.14199857]
 [ 0.15988109]
 [ 0.17830361]
 [ 0.19717519]
 [ 0.21639594]
 [ 0.23586233]
 [ 0.25546777]
 [ 0.27510303]
 [ 0.29465824]
 [ 0.31402588]
 [ 0.33309904]
 [ 0.35177481]
 [ 0.36995429]
 [ 0.38754284]
 [ 0.40445125]
 [ 0.42059541]
 [ 0.43589795]
 [ 0.4502857 ]
 [ 0.46369135]
 [ 0.47605246]
 [ 0.48731235]
 [ 0.49741799]
 [ 0.50632155]
 [ 0.51397938]
 [ 0.52035069]
 [ 0.5254004 ]
 [ 0.52909571]
 [ 0.53140932]
 [ 0.5323177 ]
 [ 0.53180224]
 [ 0.52984929]
 [ 0.52645153]
 [ 0.52160805]
 [ 0.51532686]
 [ 0.5076232 ]
 [ 0.49852172]
 [ 0.48805904]
 [ 0.47628254]
 [ 0.46325141]
 [ 0.4490394 ]
 [ 0.43373066]
 [ 0.41742468]
 [ 0.40023229]
 [ 0.38227537]
 [ 0.36368734]
 [ 0.34460688]
 [ 0.32517987]
 [ 0.30555475]
 [ 0.28587946]
 [ 0.26629862]
 [ 0.24695158]
 [ 0.22796857]
 [ 0.20946947]
 [ 0.19156042]
 [ 0.17433459]
 [ 0.15786973]
 [ 0.14222714]
 [ 0.12745464]
 [ 0.11358351]
 [ 0.10063267]
 [ 0.08860645]
 [ 0.07749897]
 [ 0.06729352]
 [ 0.05796457]]",0.010614296
1,0.005,6,40,ReLU,"[[0.03829777]
 [0.03835155]
 [0.03837201]
 [0.03839249]
 [0.03841291]
 [0.03843333]
 [0.03845376]
 [0.0384742 ]
 [0.03849464]
 [0.03851509]
 [0.03852668]
 [0.03851119]
 [0.03849573]
 [0.03848018]
 [0.03846471]
 [0.0384492 ]
 [0.03843374]
 [0.03841819]
 [0.0384027 ]
 [0.03838722]
 [0.03837173]
 [0.03835662]
 [0.03834167]
 [0.03832664]
 [0.03831165]
 [0.03829663]
 [0.03828167]
 [0.0382666 ]
 [0.03825156]
 [0.03823666]
 [0.0382216 ]
 [0.0382066 ]
 [0.03819163]
 [0.03817664]
 [0.03816163]
 [0.03814666]
 [0.03813159]
 [0.0381166 ]
 [0.03810205]
 [0.03818508]
 [0.03826818]
 [0.03835125]
 [0.03842062]
 [0.03846801]
 [0.03851535]
 [0.03856266]
 [0.0386101 ]
 [0.03865748]
 [0.03870481]
 [0.03875216]
 [0.03879952]
 [0.03884691]
 [0.03889429]
 [0.0389416 ]
 [0.038989  ]
 [0.03903643]
 [0.03908375]
 [0.03913113]
 [0.03917849]
 [0.03922584]
 [0.03927324]
 [0.03932057]
 [0.03936798]
 [0.03940147]
 [0.0394333 ]
 [0.0394651 ]
 [0.03949687]
 [0.03952873]
 [0.03956055]
 [0.03961141]
 [0.03966243]
 [0.03970956]
 [0.03972088]
 [0.03971438]
 [0.03970786]
 [0.03970136]
 [0.03969484]
 [0.03968835]
 [0.03968189]
 [0.03967535]
 [0.03966885]
 [0.03966232]
 [0.03965581]
 [0.03964933]
 [0.03964278]
 [0.03963626]
 [0.03964645]
 [0.03968766]
 [0.03972886]
 [0.03977017]
 [0.0398114 ]
 [0.03985265]
 [0.03989385]
 [0.03993512]
 [0.03997639]
 [0.04001759]
 [0.039904  ]
 [0.03971914]
 [0.0395343 ]
 [0.03934944]
 [0.03916452]
 [0.03897973]
 [0.0387948 ]
 [0.03861002]
 [0.03842514]
 [0.03824027]
 [0.03805542]
 [0.03787053]
 [0.03768568]
 [0.03750085]
 [0.03730532]
 [0.03701007]
 [0.03671497]
 [0.03641984]
 [0.03612465]
 [0.03582949]
 [0.03553437]
 [0.03526973]
 [0.03505204]
 [0.03483438]
 [0.0346167 ]
 [0.03439904]
 [0.03418135]
 [0.03396365]
 [0.03374602]
 [0.03352833]
 [0.03331065]
 [0.03309296]]",0.2527056
2,0.005,6,70,Swish,"[[-9.18082893e-04]
 [-8.92743468e-04]
 [-8.68640840e-04]
 [-8.45856965e-04]
 [-8.24473798e-04]
 [-8.04290175e-04]
 [-7.85112381e-04]
 [-7.66642392e-04]
 [-7.48537481e-04]
 [-7.30432570e-04]
 [-7.11970031e-04]
 [-6.92918897e-04]
 [-6.73048198e-04]
 [-6.52201474e-04]
 [-6.30356371e-04]
 [-6.07587397e-04]
 [-5.84043562e-04]
 [-5.59888780e-04]
 [-5.35480678e-04]
 [-5.11065125e-04]
 [-4.87007201e-04]
 [-4.63664532e-04]
 [-4.41320240e-04]
 [-4.20294702e-04]
 [-4.00789082e-04]
 [-3.82982194e-04]
 [-3.66963446e-04]
 [-3.52762640e-04]
 [-3.40379775e-04]
 [-3.29673290e-04]
 [-3.20479274e-04]
 [-3.12536955e-04]
 [-3.05555761e-04]
 [-2.99111009e-04]
 [-2.92733312e-04]
 [-2.85804272e-04]
 [-2.77638435e-04]
 [-2.67274678e-04]
 [-2.53520906e-04]
 [-2.34954059e-04]
 [-2.09636986e-04]
 [-1.75125897e-04]
 [-1.28246844e-04]
 [-6.48275018e-05]
 [ 2.03773379e-05]
 [ 1.34311616e-04]
 [ 2.85707414e-04]
 [ 4.85815108e-04]
 [ 7.48895109e-04]
 [ 1.09279156e-03]
 [ 1.53987855e-03]
 [ 2.11779028e-03]
 [ 2.86044925e-03]
 [ 3.80899012e-03]
 [ 5.01283258e-03]
 [ 6.53060526e-03]
 [ 8.43116641e-03]
 [ 1.07941553e-02]
 [ 1.37107372e-02]
 [ 1.72836930e-02]
 [ 2.16272771e-02]
 [ 2.68669128e-02]
 [ 3.31381336e-02]
 [ 4.05857190e-02]
 [ 4.93623838e-02]
 [ 5.96267991e-02]
 [ 7.15429187e-02]
 [ 8.52781609e-02]
 [ 1.01002082e-01]
 [ 1.18884683e-01]
 [ 1.39094010e-01]
 [ 1.61792636e-01]
 [ 1.87131435e-01]
 [ 2.15241283e-01]
 [ 2.46220589e-01]
 [ 2.80120045e-01]
 [ 3.16924304e-01]
 [ 3.56534541e-01]
 [ 3.98749948e-01]
 [ 4.43258166e-01]
 [ 4.89631593e-01]
 [ 5.37331104e-01]
 [ 5.85723519e-01]
 [ 6.34105861e-01]
 [ 6.81730807e-01]
 [ 7.27841556e-01]
 [ 7.71698177e-01]
 [ 8.12605083e-01]
 [ 8.49930346e-01]
 [ 8.83119762e-01]
 [ 9.11708057e-01]
 [ 9.35319364e-01]
 [ 9.53672171e-01]
 [ 9.66572165e-01]
 [ 9.73911762e-01]
 [ 9.75662768e-01]
 [ 9.71869707e-01]
 [ 9.62646425e-01]
 [ 9.48168576e-01]
 [ 9.28669631e-01]
 [ 9.04436231e-01]
 [ 8.75806630e-01]
 [ 8.43165457e-01]
 [ 8.06945145e-01]
 [ 7.67619252e-01]
 [ 7.25703537e-01]
 [ 6.81746781e-01]
 [ 6.36328518e-01]
 [ 5.90044022e-01]
 [ 5.43494344e-01]
 [ 4.97268498e-01]
 [ 4.51924980e-01]
 [ 4.07974601e-01]
 [ 3.65861028e-01]
 [ 3.25949669e-01]
 [ 2.88518131e-01]
 [ 2.53756523e-01]
 [ 2.21769273e-01]
 [ 1.92586571e-01]
 [ 1.66175723e-01]
 [ 1.42453790e-01]
 [ 1.21301256e-01]
 [ 1.02572463e-01]
 [ 8.61040428e-02]
 [ 7.17235580e-02]
 [ 5.92532121e-02]
 [ 4.85157259e-02]
 [ 3.93366665e-02]]",0.000125545
3,0.0005,7,60,tanh,"[[ 6.39288547e-03]
 [ 5.78885200e-03]
 [ 5.15376450e-03]
 [ 4.48830845e-03]
 [ 3.79328849e-03]
 [ 3.06971790e-03]
 [ 2.31846096e-03]
 [ 1.54056074e-03]
 [ 7.37298746e-04]
 [-9.02819447e-05]
 [-9.41138249e-04]
 [-1.81380985e-03]
 [-2.70650862e-03]
 [-3.61881731e-03]
 [-4.54826234e-03]
 [-5.49365161e-03]
 [-6.45307777e-03]
 [-7.42487190e-03]
 [-8.40673968e-03]
 [-9.39698145e-03]
 [-1.03931837e-02]
 [-1.13927536e-02]
 [-1.23936348e-02]
 [-1.33925490e-02]
 [-1.43869929e-02]
 [-1.53735988e-02]
 [-1.63489394e-02]
 [-1.73094086e-02]
 [-1.82511322e-02]
 [-1.91695802e-02]
 [-2.00604312e-02]
 [-2.09186487e-02]
 [-2.17385702e-02]
 [-2.25140564e-02]
 [-2.32389383e-02]
 [-2.39063017e-02]
 [-2.45082192e-02]
 [-2.50358991e-02]
 [-2.54802816e-02]
 [-2.58309059e-02]
 [-2.60769241e-02]
 [-2.62054615e-02]
 [-2.62025706e-02]
 [-2.60536186e-02]
 [-2.57414691e-02]
 [-2.52475552e-02]
 [-2.45513730e-02]
 [-2.36301236e-02]
 [-2.24585049e-02]
 [-2.10086219e-02]
 [-1.92498975e-02]
 [-1.71477310e-02]
 [-1.46646909e-02]
 [-1.17591731e-02]
 [-8.38575885e-03]
 [-4.49366448e-03]
 [-2.82931142e-05]
 [ 5.07055642e-03]
 [ 1.08682700e-02]
 [ 1.74355693e-02]
 [ 2.48492844e-02]
 [ 3.31905372e-02]
 [ 4.25476618e-02]
 [ 5.30122109e-02]
 [ 6.46819100e-02]
 [ 7.76565894e-02]
 [ 9.20401439e-02]
 [ 1.07936077e-01]
 [ 1.25447348e-01]
 [ 1.44674286e-01]
 [ 1.65710256e-01]
 [ 1.88637480e-01]
 [ 2.13525012e-01]
 [ 2.40421101e-01]
 [ 2.69349277e-01]
 [ 3.00298870e-01]
 [ 3.33221465e-01]
 [ 3.68021041e-01]
 [ 4.04545665e-01]
 [ 4.42581892e-01]
 [ 4.81849253e-01]
 [ 5.21993995e-01]
 [ 5.62590659e-01]
 [ 6.03143513e-01]
 [ 6.43092990e-01]
 [ 6.81830943e-01]
 [ 7.18715847e-01]
 [ 7.53095686e-01]
 [ 7.84333408e-01]
 [ 8.11833322e-01]
 [ 8.35066080e-01]
 [ 8.53593230e-01]
 [ 8.67085993e-01]
 [ 8.75333428e-01]
 [ 8.78250182e-01]
 [ 8.75873923e-01]
 [ 8.68355393e-01]
 [ 8.55946779e-01]
 [ 8.38986814e-01]
 [ 8.17883670e-01]
 [ 7.93094754e-01]
 [ 7.65114009e-01]
 [ 7.34452367e-01]
 [ 7.01627016e-01]
 [ 6.67143643e-01]
 [ 6.31490827e-01]
 [ 5.95125258e-01]
 [ 5.58467209e-01]
 [ 5.21893740e-01]
 [ 4.85736340e-01]
 [ 4.50277776e-01]
 [ 4.15754050e-01]
 [ 3.82356137e-01]
 [ 3.50234240e-01]
 [ 3.19499046e-01]
 [ 2.90230185e-01]
 [ 2.62478620e-01]
 [ 2.36270383e-01]
 [ 2.11613372e-01]
 [ 1.88497975e-01]
 [ 1.66901782e-01]
 [ 1.46792486e-01]
 [ 1.28128126e-01]
 [ 1.10860787e-01]
 [ 9.49375257e-02]
 [ 8.03012475e-02]
 [ 6.68917522e-02]
 [ 5.46477623e-02]]",0.0024654488
4,0.001,4,80,sin,"[[ 1.78459939e-03]
 [ 1.94640364e-03]
 [ 2.10815575e-03]
 [ 2.27232184e-03]
 [ 2.43934896e-03]
 [ 2.61083152e-03]
 [ 2.78715696e-03]
 [ 2.96858605e-03]
 [ 3.15432902e-03]
 [ 3.34411021e-03]
 [ 3.53660341e-03]
 [ 3.73057928e-03]
 [ 3.92433908e-03]
 [ 4.11592331e-03]
 [ 4.30320855e-03]
 [ 4.48375102e-03]
 [ 4.65530809e-03]
 [ 4.81512304e-03]
 [ 4.96034976e-03]
 [ 5.08866366e-03]
 [ 5.19687589e-03]
 [ 5.28236385e-03]
 [ 5.34262415e-03]
 [ 5.37503418e-03]
 [ 5.37691172e-03]
 [ 5.34673687e-03]
 [ 5.28228935e-03]
 [ 5.18188532e-03]
 [ 5.04473504e-03]
 [ 4.86958679e-03]
 [ 4.65635117e-03]
 [ 4.40610107e-03]
 [ 4.11931332e-03]
 [ 3.79764196e-03]
 [ 3.44417151e-03]
 [ 3.06218024e-03]
 [ 2.65627261e-03]
 [ 2.23205145e-03]
 [ 1.79635640e-03]
 [ 1.35756191e-03]
 [ 9.24996100e-04]
 [ 5.09715639e-04]
 [ 1.24401413e-04]
 [-2.16298737e-04]
 [-4.96120192e-04]
 [-6.96563162e-04]
 [-7.97175802e-04]
 [-7.74391927e-04]
 [-6.02887012e-04]
 [-2.53670849e-04]
 [ 3.04854475e-04]
 [ 1.10837724e-03]
 [ 2.19569262e-03]
 [ 3.61013319e-03]
 [ 5.40025439e-03]
 [ 7.61941727e-03]
 [ 1.03266975e-02]
 [ 1.35877421e-02]
 [ 1.74752325e-02]
 [ 2.20691413e-02]
 [ 2.74579227e-02]
 [ 3.37382704e-02]
 [ 4.10158560e-02]
 [ 4.94048521e-02]
 [ 5.90291545e-02]
 [ 7.00191557e-02]
 [ 8.25125128e-02]
 [ 9.66520235e-02]
 [ 1.12582497e-01]
 [ 1.30447343e-01]
 [ 1.50383979e-01]
 [ 1.72519982e-01]
 [ 1.96964428e-01]
 [ 2.23803490e-01]
 [ 2.53091067e-01]
 [ 2.84840584e-01]
 [ 3.19018513e-01]
 [ 3.55535090e-01]
 [ 3.94237518e-01]
 [ 4.34905678e-01]
 [ 4.77247834e-01]
 [ 5.20899296e-01]
 [ 5.65424800e-01]
 [ 6.10322893e-01]
 [ 6.55032754e-01]
 [ 6.98947072e-01]
 [ 7.41424322e-01]
 [ 7.81805038e-01]
 [ 8.19428444e-01]
 [ 8.53653073e-01]
 [ 8.83871675e-01]
 [ 9.09532547e-01]
 [ 9.30153668e-01]
 [ 9.45338666e-01]
 [ 9.54788089e-01]
 [ 9.58308995e-01]
 [ 9.55820620e-01]
 [ 9.47357893e-01]
 [ 9.33068514e-01]
 [ 9.13210273e-01]
 [ 8.88142288e-01]
 [ 8.58313918e-01]
 [ 8.24251294e-01]
 [ 7.86540508e-01]
 [ 7.45811760e-01]
 [ 7.02719271e-01]
 [ 6.57924831e-01]
 [ 6.12078667e-01]
 [ 5.65805078e-01]
 [ 5.19688606e-01]
 [ 4.74261582e-01]
 [ 4.29997563e-01]
 [ 3.87304842e-01]
 [ 3.46524268e-01]
 [ 3.07927638e-01]
 [ 2.71721929e-01]
 [ 2.38052458e-01]
 [ 2.07006395e-01]
 [ 1.78619981e-01]
 [ 1.52885810e-01]
 [ 1.29758433e-01]
 [ 1.09160833e-01]
 [ 9.09925401e-02]
 [ 7.51325786e-02]
 [ 6.14474788e-02]
 [ 4.97938320e-02]
 [ 4.00240198e-02]
 [ 3.19877788e-02]]",0.0009954424
5,0.0005,7,30,sigmoid,"[[0.03093136]
 [0.03109277]
 [0.03125895]
 [0.03142966]
 [0.03160513]
 [0.03178597]
 [0.03197224]
 [0.03216404]
 [0.03236199]
 [0.0325662 ]
 [0.03277678]
 [0.03299416]
 [0.03321845]
 [0.03344996]
 [0.03368903]
 [0.03393585]
 [0.03419066]
 [0.03445352]
 [0.0347249 ]
 [0.03500492]
 [0.03529353]
 [0.03559107]
 [0.03589798]
 [0.03621412]
 [0.03653938]
 [0.03687436]
 [0.03721882]
 [0.03757293]
 [0.03793681]
 [0.03831024]
 [0.0386935 ]
 [0.03908647]
 [0.03948886]
 [0.03990091]
 [0.04032207]
 [0.04075254]
 [0.04119182]
 [0.04163993]
 [0.04209621]
 [0.04256076]
 [0.04303283]
 [0.04351217]
 [0.04399837]
 [0.0444907 ]
 [0.04498888]
 [0.04549206]
 [0.04599971]
 [0.0465113 ]
 [0.04702587]
 [0.04754258]
 [0.04806102]
 [0.04858   ]
 [0.04909862]
 [0.04961634]
 [0.05013163]
 [0.05064417]
 [0.05115259]
 [0.05165602]
 [0.0521533 ]
 [0.05264343]
 [0.05312557]
 [0.05359847]
 [0.05406124]
 [0.05451269]
 [0.05495203]
 [0.05537809]
 [0.05578978]
 [0.05618656]
 [0.05656714]
 [0.05693085]
 [0.05727679]
 [0.05760402]
 [0.057912  ]
 [0.05820007]
 [0.05846734]
 [0.05871332]
 [0.0589375 ]
 [0.05913962]
 [0.05931897]
 [0.05947531]
 [0.05960829]
 [0.05971784]
 [0.05980361]
 [0.05986566]
 [0.05990381]
 [0.05991823]
 [0.05990881]
 [0.05987567]
 [0.05981917]
 [0.05973912]
 [0.05963618]
 [0.0595106 ]
 [0.05936248]
 [0.05919231]
 [0.05900026]
 [0.05878694]
 [0.05855299]
 [0.05829854]
 [0.05802412]
 [0.05773056]
 [0.057418  ]
 [0.05708713]
 [0.05673868]
 [0.05637283]
 [0.05599041]
 [0.05559201]
 [0.05517829]
 [0.05474956]
 [0.05430663]
 [0.05385018]
 [0.05338068]
 [0.05289859]
 [0.05240507]
 [0.05190016]
 [0.05138493]
 [0.05085982]
 [0.05032528]
 [0.0497821 ]
 [0.049231  ]
 [0.0486725 ]
 [0.04810727]
 [0.04753572]
 [0.04695881]
 [0.04637671]
 [0.04579044]
 [0.04520018]
 [0.04460675]
 [0.04401071]]",0.045561705
6,0.05,7,40,ReLU,"[[0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]
 [0.06006879]]",0.2767811
7,0.01,4,20,Swish,"[[-2.51492858e-03]
 [-2.49853730e-03]
 [-2.46396661e-03]
 [-2.41723657e-03]
 [-2.36436725e-03]
 [-2.31091678e-03]
 [-2.26141512e-03]
 [-2.21922994e-03]
 [-2.18702853e-03]
 [-2.16603279e-03]
 [-2.15668976e-03]
 [-2.15867162e-03]
 [-2.17108428e-03]
 [-2.19236314e-03]
 [-2.22058594e-03]
 [-2.25363672e-03]
 [-2.28926539e-03]
 [-2.32508779e-03]
 [-2.35867500e-03]
 [-2.38779187e-03]
 [-2.41014361e-03]
 [-2.42379308e-03]
 [-2.42677331e-03]
 [-2.41735578e-03]
 [-2.39402056e-03]
 [-2.35547125e-03]
 [-2.30054557e-03]
 [-2.22824514e-03]
 [-2.13779509e-03]
 [-2.02846527e-03]
 [-1.89988315e-03]
 [-1.75154209e-03]
 [-1.58330798e-03]
 [-1.39491260e-03]
 [-1.18641555e-03]
 [-9.57980752e-04]
 [-7.09444284e-04]
 [-4.41238284e-04]
 [-1.53422356e-04]
 [ 1.53958797e-04]
 [ 4.80875373e-04]
 [ 8.27714801e-04]
 [ 1.19531155e-03]
 [ 1.58500671e-03]
 [ 1.99931860e-03]
 [ 2.44157016e-03]
 [ 2.91684270e-03]
 [ 3.43246758e-03]
 [ 3.99777293e-03]
 [ 4.62575257e-03]
 [ 5.33287227e-03]
 [ 6.14039600e-03]
 [ 7.07522035e-03]
 [ 8.17111135e-03]
 [ 9.46931541e-03]
 [ 1.10207200e-02]
 [ 1.28868669e-02]
 [ 1.51417106e-02]
 [ 1.78728104e-02]
 [ 2.11833268e-02]
 [ 2.51931846e-02]
 [ 3.00397128e-02]
 [ 3.58783007e-02]
 [ 4.28817719e-02]
 [ 5.12389094e-02]
 [ 6.11511916e-02]
 [ 7.28289038e-02]
 [ 8.64848495e-02]
 [ 1.02326930e-01]
 [ 1.20550156e-01]
 [ 1.41325638e-01]
 [ 1.64792880e-01]
 [ 1.91047937e-01]
 [ 2.20136851e-01]
 [ 2.52047300e-01]
 [ 2.86704093e-01]
 [ 3.23965758e-01]
 [ 3.63623738e-01]
 [ 4.05405521e-01]
 [ 4.48973000e-01]
 [ 4.93932068e-01]
 [ 5.39836526e-01]
 [ 5.86192846e-01]
 [ 6.32471442e-01]
 [ 6.78113520e-01]
 [ 7.22539008e-01]
 [ 7.65161753e-01]
 [ 8.05392087e-01]
 [ 8.42658222e-01]
 [ 8.76404226e-01]
 [ 9.06117141e-01]
 [ 9.31324780e-01]
 [ 9.51614499e-01]
 [ 9.66637313e-01]
 [ 9.76121962e-01]
 [ 9.79878843e-01]
 [ 9.77806866e-01]
 [ 9.69898641e-01]
 [ 9.56241071e-01]
 [ 9.37020123e-01]
 [ 9.12513614e-01]
 [ 8.83090079e-01]
 [ 8.49203169e-01]
 [ 8.11379611e-01]
 [ 7.70207763e-01]
 [ 7.26325929e-01]
 [ 6.80403590e-01]
 [ 6.33128643e-01]
 [ 5.85182726e-01]
 [ 5.37228405e-01]
 [ 4.89890933e-01]
 [ 4.43740606e-01]
 [ 3.99281740e-01]
 [ 3.56941223e-01]
 [ 3.17062616e-01]
 [ 2.79901564e-01]
 [ 2.45628610e-01]
 [ 2.14331046e-01]
 [ 1.86020657e-01]
 [ 1.60643503e-01]
 [ 1.38090059e-01]
 [ 1.18207499e-01]
 [ 1.00810930e-01]
 [ 8.56943280e-02]
 [ 7.26406425e-02]
 [ 6.14312440e-02]
 [ 5.18517494e-02]
 [ 4.36982810e-02]]",0.0006539362
